Username,Date,Text,Geo,Hashtags,,,,
 +max_nunc,1/31/17 17:19,#WarOnWomen #WomensMarch http://www. cnsnews.com/commentary/han s-bader/democrats-equate-consensual-sex-rape-blocked-bill-would-help-identify-rapists â€_,,#WarOnWomen #WomensMarch,,,,
 +youwildman,1/31/17 17:18,"Why Progressives MUST Support Trump"" in 6posts http:// tinyurl.com/zg3hd6u http:// tinyurl.com/hj9ty66 #WomensMarch #DeVos #SCOTUS #ACA Senate pic.twitter.com/E9EXnKdF3B""",Hell-on-earth but hoping to move up.,#WomensMarch #DeVos #SCOTUS #ACA,,,,
 +TRAdrianJones,1/31/17 17:18,#WomensMarch pic.twitter.com/P46SNdyHb0,"Huntsville , AL",#WomensMarch,,,,
 +DreStiles,1/31/17 17:18,#WomensMarch https:// twitter.com/drtruth247/sta tus/826551794889322496 â€_,"Truth or Consequences, NM",#WomensMarch,,,,
 +Travis_C_Berry,1/31/17 17:18,Is Islam & Sharia Law Compatible with the Constitution? #WomensMarch #NoBanNoWall #Religion https://www. pscp.tv/w/a1-zGzFlUkV4 a2VZT25qd0F8MWVhS2JSYVlWa1pLWAJZcjEnO0Max1LDPUvakjYRjHaCQxNaSlDbNK7g1sN2 â€_,"Houston, TX",#WomensMarch #NoBanNoWall #Religion,,,,
 +photoactivist,1/31/17 17:17,"For each #womensmarch sign left @WiedenKennedy , $10 to be donated to #PlannedParenthood + #aclu . Posters needed TODAY 1/31. 224 NW 13th Ave","Portland, oregon",#womensmarch #PlannedParenthood #aclu,,,,
 +RiveraGrrl,1/31/17 17:17,So this happened. #MAGA #AmericaFirst #BetterWay #ConfidentAmerica #Republicans #democrats #Resist #Indivisible #WomensMarch https:// twitter.com/GillianBagwell /status/826527028195192833 â€_,Reality,#MAGA #AmericaFirst #BetterWay #ConfidentAmerica #Republicans #democrats #Resist #Indivisible #WomensMarch,,,,
 +TRAdrianJones,1/31/17 17:17,#WomensMarch pic.twitter.com/vdlfgxIgAp,"Huntsville , AL",#WomensMarch,,,,
 +gerrymander_who,1/31/17 17:17,"yes, we are. and 52% of the population. #WomensMarch",russian puppet state,#WomensMarch,,,,
 +NetflixMulhouse,1/31/17 17:17,"#theresistance #womensmarch #stoppresidenbannon #alternativefacts #supportstarbucks Please, let this be fake news. http://www. cbrneportal.com/dzerzhinsk-a-t oxic-paradise/ â€_ https:// twitter.com/kcpirana/statu s/826553727918174213 â€_",,#theresistance #womensmarch #stoppresidenbannon #alternativefacts #supportstarbucks,,,,
 +epaldelta,1/31/17 17:15,"@kabuyer I'd like to know where we got the billions required 4 global #WomensMarch , #MuslimBan protest etc.",Coupdeville,#WomensMarch #MuslimBan,,,,
 +BadIdeasVs,1/31/17 17:15,Via @scroweman SUBSCRIBE Ashley Judd: Posterchild for #Feminist Failure. #WomensMarch https://www. youtube.com/watch?v=H6D7DA NkNGs â€_,,#Feminist #WomensMarch,,,,
 +_thegoodsex,1/31/17 17:15,More important than ever I think? #womensmarch #reproductiverights #genderequality #politics #GOODSEX pic.twitter.com/8WcNUKrKm4,UK,#womensmarch #reproductiverights #genderequality #politics #GOODSEX,,,,
 +BusyBeaver,1/31/17 17:15,Stop by Busy Beaver + pick up a free @womensmarchIL postcard to start letting your voice be heard! #WomensMarch #NoBanNoWall pic.twitter.com/RWOBf7Uoqw,"Chicago, Illinois",#WomensMarch #NoBanNoWall,,,,
 +MaryPatriotNews,1/31/17 17:15,@PPFA @PPact #PlannedParenthood #MarchforLife #ChooseLife #WomensMarch #TheResistance #FeministToDoList #abortion #ReproRights #NotSorry pic.twitter.com/51I2HRAaKX,"Glens Falls, NY",#PlannedParenthood #MarchforLife #ChooseLife #WomensMarch #TheResistance #FeministToDoList #abortion #ReproRights #NotSorry,,,,
 +thewillchild645,1/31/17 17:15,@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport get power this way we're fucked president trump sir.....,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +FGerecitano,1/31/17 17:15,*-* Skye de Agents Of Shield tambiÃ©n estuvo en la #WomensMarch de Washington @ChloeBennet4 #AgentsofSHIELD #marvel,Sevilla,#WomensMarch #AgentsofSHIELD #marvel,,,,
 +amykellerlaird,1/31/17 17:14,"From the woman who wrote the amazing You Are Not Equal. I'm Sorry"" piece about the #WomensMarch on @Medium https:// twitter.com/WomensHealthMa g/status/826458020343316483 â€_""",New York City,#WomensMarch,,,,
 +avanconia,1/31/17 17:14,"#WomensMarch glorified the #burka as #Islamic symbol of #Feminism ... Total ignorance. It symbolizes millennia of repression, torture & death pic.twitter.com/9NxjFKFbJa","behind liberal enemy lines, CA",#WomensMarch #burka #Islamic #Feminism,,,,
 +MaeSChaplin,1/31/17 17:14,I this!! #WomensMarch https:// twitter.com/amightygirl/st atus/826553458631270402 â€_,"Sacramento, CA",#WomensMarch,,,,
 +W_T_F_R_U_sayin,1/31/17 17:14,"Equality for who? If you want to tout #wontbepunished , then #DoNotPunishTheRest ! #BeBoldEndHyde #WomensMarch https:// twitter.com/AllAboveAll/st atus/822904278662713345 â€_",,#wontbepunished #DoNotPunishTheRest #BeBoldEndHyde #WomensMarch,,,,
 +thewillchild645,1/31/17 17:13,@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport yeah sure the ones who getting away scoot free. They...,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +btxcgnbv,1/31/17 17:13,#womensmarch @STWuk,,#womensmarch,,,,
 +OralEquality,1/31/17 17:13,WE WILL NOT STAND FOR THE INEQUALITY OF ORAL SEX. #NoHeadUnlessHeadIsGiven #womensmarch #equality #womensrights #staywoke,United States,#NoHeadUnlessHeadIsGiven #womensmarch #equality #womensrights #staywoke,,,,
 +thewillchild645,1/31/17 17:12,"@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport without you. To kill all the soul less hidden world,...",,#SCOTUS #WomensMarch #AllmanReport,,,,
 +starwarsos,1/31/17 17:12,"Serio velho, quando penso que uma das organizadoras da #WomensMarch Ã© uma muÃ§ulmana que Ã© Ã  favor da sharia no EUA eu fico rindo AAAAAAAAAA",triscruel,#WomensMarch,,,,
 +NetflixMulhouse,1/31/17 17:12,"#theresistance #womensmarch Trump claims Germany is exploiting the US.OMG, how stupid can he be?Payback for Geneva? http://www. focus.de/finanzen/news/ implizite-deutsche-mark-wegen-schwachem-euro-trump-berater-wirft-deutschland-ausbeutung-der-usa-vor_id_6573756.html â€_",,#theresistance #womensmarch,,,,
 +evankopelson,1/31/17 17:12,"RT altNOAA Women are amazing! #WomensMarch https:// twitter.com/NWSTallahassee /status/826552992115613696 â€_ """"","Los Angeles, CA",#WomensMarch,,,,
 +dwalker1175,1/31/17 17:12,"So pro-life isn't, but abortive rights are? By this analogy #womensmarch has no 1st amendment rights either.Good luck shutting them up Tammy https:// twitter.com/gerfingerpoken /status/826552444226138113 â€_","California, USA",#womensmarch,,,,
 +stardustmatters,1/31/17 17:11,#saudiarabia and #iran should let all the #WomensMarch to #jordan and then pick up #swords and end their #bs fight,United States,#saudiarabia #iran #WomensMarch #jordan #swords #bs,,,,
 +thewillchild645,1/31/17 17:11,@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport head for the bunker. They cant complete this plan...,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +amightygirl,1/31/17 17:11,"Supporter Rivka D.'s 7-yr-old daughter made this after attending #WomensMarch : The children are always watching..."" http:// bit.ly/2kRDcBl pic.twitter.com/I8qMF3CGEF""",,#WomensMarch,,,,
 +theshape_myers,1/31/17 17:10,@bowhunter_va yet 24% making the most noise #liberal #idiots #ImigrationBan the same 24% doing #WomensMarch & #NotMyPresident,Haddonfeld,#liberal #idiots #ImigrationBan #WomensMarch #NotMyPresident,,,,
 +thewillchild645,1/31/17 17:10,@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport such manner. Trump sir I beg you take the family and...,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +ninjie89,1/31/17 17:10,Proud to have to worn those combat boots. #veteran #WomensMarch pic.twitter.com/vviAhL0RTg,texas/illinois,#veteran #WomensMarch,,,,
 +altNOAA,1/31/17 17:10,Women are amazing! #WomensMarch https:// twitter.com/NWSTallahassee /status/826552992115613696 â€_,"Silver Spring, MD",#WomensMarch,,,,
 +Baloughs,1/31/17 17:10,"Washington State Sues Trump, Seeking A Stay On Immigration Ban https:// n.pr/2kMOmbi Be strong America! #sanctuarycity #womensmarch",VA,#sanctuarycity #womensmarch,,,,
 +thewillchild645,1/31/17 17:10,@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport witted and turned on by the relations of the sexes in...,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +rainbowbloc,1/31/17 17:10,Shout-out to whoever brought the Bobby Hill protest sign to the Women's March #thatsmypurse #idontknowyou #WomensMarch #TheResistance pic.twitter.com/I1DXweikCr,District 3,#thatsmypurse #idontknowyou #WomensMarch #TheResistance,,,,
 +BoomerChickU,1/31/17 17:09,This is what THE RESISTANCE looks like! #resisttrumptuesday #Resistance #resist #WomensMarchOnWashington #womensmarchlondon #womensmarch https:// twitter.com/ChiTribNuccio/ status/826258508274343940 â€_,"Oakland, California",#resisttrumptuesday #Resistance #resist #WomensMarchOnWashington #womensmarchlondon #womensmarch,,,,
 +RepStevenSmith,1/31/17 17:09,"The #WomensMarch doesn't take things like this into account, nor the chaos in Calais, nor any of the other assimilation issues. https:// twitter.com/TheInfidelAnna /status/826480485098520577 â€_","Valdosta, Georgia, USA",#WomensMarch,,,,
 +houseoflva,1/31/17 17:09,...and make it happen http://www. houseoflva.com #quoteoftheday #qotd #WomensMarch #goals #HouseofLVA #inspire #motivate #style #fashion #chic pic.twitter.com/oo7bhx1IOH,"Beverly Hills, CA",#quoteoftheday #qotd #WomensMarch #goals #HouseofLVA #inspire #motivate #style #fashion #chic,,,,
 +thewillchild645,1/31/17 17:09,"@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport of We THY STRUCTURING OF HEAVENS NEW DAWN ORDER"". Out..""",,#SCOTUS #WomensMarch #AllmanReport,,,,
 +gorgashouse,1/31/17 17:09,"I.e. pro life #feminist banned"" from the #WomensMarch (and a lot of men) lemming march.""",Where the skies are so blue!,#feminist #WomensMarch,,,,
 +paul_montagne,1/31/17 17:09,#womensmarch #chicago #protest #womensrights #issues #hope #love #people #skyline #picoftheday â€_ https://www. instagram.com/p/BP8eomxDiJJ/,"Chicago, IL",#womensmarch #chicago #protest #womensrights #issues #hope #love #people #skyline #picoftheday,,,,
 +arborliberatas,1/31/17 17:09,First one to an aneurysm wins. #maga #womensmarch pic.twitter.com/d9fjlA5FfG,Frozen Tundra,#maga #womensmarch,,,,
 +MaddyChestnut,1/31/17 17:07,My new favourite #WomensMarch sign pic.twitter.com/Yt91xdzsYA,"Oakville, Ontario",#WomensMarch,,,,
 +sargesalute,1/31/17 17:07,International Women Only March To Call An End To Male Violence Against Women + Girls #InternationalWomensDay #WomensMarch #EVAW #Sisters pic.twitter.com/ylhqbknXDC,"South East, England",#InternationalWomensDay #WomensMarch #EVAW #Sisters,,,,
 +thewillchild645,1/31/17 17:07,@TiffanyATrump #SCOTUS @WhiteHouse #WomensMarch @Change @UN_Women @UN #AllmanReport worries of the barring of such yours without the help...,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +tgnoble,1/31/17 17:07,values? Did you see the #womensmarch ? Did you hear @AshleyJudd ? No values on your side,,#womensmarch,,,,
 +Terry_Marburger,1/31/17 17:06,Please Read This... @KeithOlbermann @kathygriffin @billmaher #VeteransStandAgsinstTheGOP #WomensMarch #TheResistance https:// twitter.com/funder/status/ 826528897130962945 â€_,Austin * Texas USA,#VeteransStandAgsinstTheGOP #WomensMarch #TheResistance,,,,
 +RicardoEPerez1,1/31/17 17:06,@SamGrittner nothing surprises me anymore from this repugnant @POTUS & family. #resist 25thAmendment #NoBanNoWall #WomensMarch,Somewhere in USA,#resist #NoBanNoWall #WomensMarch,,,,
 +tararchy,1/31/17 17:06,We made history at #womensmarch . Now itâ€™s time to make our voices heard. First up: send a postcard to your Senators https://www. womensmarch.com/100?source=twi tter& â€_,Chicago,#womensmarch,,,,
 +TransformEdNow,1/31/17 17:06,@womensmarch - Things are reaching a crescendo. Time for MASSIVE protests NOW! Stop Cabinet appointments. Protest #Trump - #WomensMarch,California,#Trump #WomensMarch,,,,
 +KRyanBradshaw,1/31/17 17:05,"I miss @BarackObama || heck, I even miss W. || @POTUS44 || #WomensMarch #ScienceMarch #NoBanNoWall #Trump #Resist #TrumpTaxesMarch","Mount Olive, NC",#WomensMarch #ScienceMarch #NoBanNoWall #Trump #Resist #TrumpTaxesMarch,,,,
 +josephinaK,1/31/17 17:05,http://www. rtlnieuws.nl/buitenland/pas geboren-meisje-sterft-na-besnijdenis â€_ . Fijn zo'n #WomensMarch tegen dit soort uitwassen!!! Oooh ... Wacht ...,groningen,#WomensMarch,,,,
 +fawn_mac,1/31/17 17:05,@BarackObama @congressdotgov @HouseDemocrats @SenateDems @NancyPelosi @chuckschumer #WomensMarch ~ @billclinton https:// twitter.com/conservative_v w/status/826550872658190336 â€_,,#WomensMarch,,,,
 +hatmitnixzutun,1/31/17 17:05,Spontan versammeln sich Millionen zum #womensmarch Ã_berall in den GrossstÃ_dten. #DDR -Kind #SabineAnton in ihrem Element bei #Lanz .,GerMoney,#womensmarch #DDR #SabineAnton #Lanz,,,,
 +Junebug3,1/31/17 17:05,Thanks for the encouragement! #theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts @potus https:// twitter.com/cmclymer/statu s/826539913453662208 â€_,Bee Cave TX,#theresistance #resist #ACLU #WomensMarch #MuslimBan #alternativefacts,,,,
 +BauervanStraten,1/31/17 17:04,Help @YNB & I raise finds for @ACLU & 9 other charities. for 2 more days only! GET this limited #womensmarch Tshirt http://www. represent.com/womensmarch pic.twitter.com/3KtqsLNKrp,Los Angeles,#womensmarch,,,,
 +MarieResistance,1/31/17 17:04,#GENERALSTRIKE FEB 17 #Resist #StopTheCoup #WomensMarch #ImpeachTrump #TheResistance #MuslimBan #Russia #Illegitimate https:// twitter.com/natparkundrgrn d/status/826310038939639808 â€_,"Here, there, and everywhere",#GENERALSTRIKE #Resist #StopTheCoup #WomensMarch #ImpeachTrump #TheResistance #MuslimBan #Russia #Illegitimate,,,,
 +_yazrocks,1/31/17 17:03,Thank you Abigail Gray Swartz for sharing your art with us. This is magnificent. #WomensMarch pic.twitter.com/QEJGXWqH6X,"California, USA",#WomensMarch,,,,
 +anneclaireDY,1/31/17 17:02,"MILCK - Quiet"" (feat. the #ICANTKEEPQUIET Choir) #WomensMarch https:// youtu.be/QZD05-ZvQFs via @YouTube""",Earth,#ICANTKEEPQUIET #WomensMarch,,,,
 +cosmos_sue,1/31/17 17:02,Outside the Louisville office of @SenateMajLdr Mitch McConnell Rally Against the #SwampCabinet #NoBanNoWall #WomensMarch pic.twitter.com/dptxWMhFoV,"Louisville, Kentucky",#SwampCabinet #NoBanNoWall #WomensMarch,,,,
 +22JHNative,1/31/17 17:02,"Who will win? I predict the Republic, not because of . @GOP but because of #People #WomensMarch & . @TheDemocrats & cuz #Mango is batshit. https:// twitter.com/0hTerTer/statu s/826549646747062272 â€_","Idaho, USA",#People #WomensMarch #Mango,,,,
 +bunshun_online,1/31/17 17:02,å¥_æ€§ãÅ®ãÅŸã‚ÅãÅ®ã‚¢ãƒ_ãƒÅãƒ»ãƒˆãƒ©ãƒ_ãƒ—é›†ä__ãÅ«è¡ŒãÅ£ãÅ_ãÅ¿ãÅŸï_Å http:// bunshun.jp/articles/-/1176 #æ–‡æ˜¥ã‚ªãƒ_ãƒ©ã‚_ãƒ_ #WomensMarch #ã‚_ã‚£ãƒ¡ãƒ_ã‚ºãƒ_ãƒ_ãƒÅ pic.twitter.com/Y1kzlLoPDM,æù±äº¬ åçƒä»£ç”°åŒºç´€å°_äº•ç”º,#æ–‡æ˜¥ã‚ªãƒ_ãƒ©ã‚_ãƒ_ #WomensMarch #ã‚_ã‚£ãƒ¡ãƒ_ã‚ºãƒ_ãƒ_ãƒÅ,,,,
 +thewillchild645,1/31/17 17:01,@TiffanyATrump #SCOTUS #WomensMarch @Change @UN_Women @UN #AllmanReport wouldn't be a move to rule the world through trump. Be not at....,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +ChiNeighbors,1/31/17 17:01,#WomensMarch : Archive Arises out of Protests - ... on a fence at Washington Square Parkâ€”across the street from ... http:// ow.ly/AW2q5098oBd,Chicago,#WomensMarch,,,,
 +Scopioimages,1/31/17 17:01,Here are the protest posters from the #WomensMarch you just can't miss. #UGC #WomenInTech ttp://ow.ly/uoHq308jGvB pic.twitter.com/2i34gkhG8o,"San Francisco, CA",#WomensMarch #UGC #WomenInTech,,,,
 +ConWebWatch,1/31/17 17:00,. @cnsnews coverage of #MarchforLife2017 was as positive as its coverage of #WomensMarch was negative: http:// conwebwatch.tripod.com/blog/index.blo g/2362878/cns-march-for-live-coverage-was-as-positive-as-its-womens-march-coverage-was-negative/ â€_ pic.twitter.com/AFiRQx5a4q,,#MarchforLife2017 #WomensMarch,,,,
 +thewillchild645,1/31/17 17:00,@TiffanyATrump #SCOTUS #WomensMarch @Change @UN_Women @UN #AllmanReport of government. As much of a superpower Russia is you think this...,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +TakeMagazine,1/31/17 17:00,The enormity of the #womensmarch can not be understated; thank you for bringing loud voices and awesome signs! http:// tkmag.co/2kkH1jd,New England,#womensmarch,,,,
 +thewillchild645,1/31/17 16:59,@TiffanyATrump #SCOTUS #WomensMarch @Change @UN_Women @UN #AllmanReport cause all spectrums of bases. I bet. Knowing he's not of the party..,,#SCOTUS #WomensMarch #AllmanReport,,,,
 +Vande_Mataram,1/31/17 16:59,Please show this to all the self-proclaimed #NastyWomen who were sporting hijabs during #WomensMarch https:// twitter.com/RajivMessage/s tatus/826541619604226052 â€_,Chicago,#NastyWomen #WomensMarch,,,,
 +SimaShopagaite,1/31/17 16:59,On a way to #WomensMarch it was a great sense of being connected with all of us pic.twitter.com/ZKi3uakiTc,London,#WomensMarch,,,,
 +MHolota,1/31/17 16:59,"How many #SB51 ads will try & inspire us to make a difference? Because when #WomensMarch & #TrumpProtests don't do it, turn to consumerism",,#SB51 #WomensMarch #TrumpProtests,,,,
 +StopMotionDad,1/31/17 16:59,"doubt that. If #WomensMarch 'ers were successful at anything, they wouldn't whine so much",,#WomensMarch,,,,
 +muckrayker,1/31/17 16:58,#Islam and Female Genital Mutilation #fgm #democrats #muslimban #femnazis #WomensMarch Where's the outrage? pic.twitter.com/E65vXDZdJ4,,#Islam #fgm #democrats #muslimban #femnazis #WomensMarch,,,,
 +RicardoEPerez1,1/31/17 16:58,the parade of incompetent ideologue Trump picks continue. #resist #25thAmendment #WomensMarch,Somewhere in USA,#resist #25thAmendment #WomensMarch,,,,
 +PamUnplugged,1/31/17 16:58,#putinpuppet #TrumpLeaks #theresistance #presidentbannon ##womensmarch #lovetrumpshate #strongertogether #NotMyPresident #StopDeVos https:// twitter.com/latestoutrage/ status/821448137227255810 â€_,Connecticut,#putinpuppet #TrumpLeaks #theresistance #presidentbannon # #womensmarch #lovetrumpshate #strongertogether #NotMyPresident #StopDeVos,,,,
